Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
4691,1.23,Very Good,F,SI2,60.9,58.0,6.93,6.96,4.23,4661
10081,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2065
19718,0.55,Ideal,F,VS1,60.6,56.0,5.33,5.37,3.24,1890
3247,1.17,Premium,H,SI1,62.5,57.0,6.79,6.75,4.23,5751
20163,1.18,Ideal,D,SI1,61.9,55.0,6.8,6.76,4.2,7216
3239,0.54,Ideal,H,VS1,60.9,55.0,5.28,5.3,3.22,1762
26521,0.3,Premium,E,VS2,61.7,60.0,4.28,4.31,2.65,570
26863,1.01,Good,E,SI2,60.2,60.0,6.37,6.42,3.85,4566
14039,0.93,Premium,H,SI1,62.8,58.0,6.24,6.21,3.91,3646
6133,0.52,Very Good,H,VS1,63.5,58.0,5.08,5.13,3.24,1572
2179,0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,1400
4642,0.32,Ideal,E,VS2,61.1,56.0,4.46,4.48,2.73,846
9625,1.02,Ideal,E,VS2,61.0,56.0,6.53,6.51,3.98,8225
4565,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01,16064
24591,2.04,Ideal,F,SI2,62.3,57.0,8.05,8.13,5.04,16261
23847,0.35,Very Good,H,VVS1,60.1,62.0,4.52,4.57,2.73,745
23556,0.8,Very Good,F,VS1,63.6,57.0,5.82,5.91,3.73,3559
3325,1.02,Premium,F,VS2,61.3,58.0,6.54,6.42,3.97,6597
7760,0.41,Ideal,F,VS2,61.8,56.0,4.78,4.8,2.96,863
5419,1.28,Ideal,G,VS1,62.1,57.0,6.91,6.94,4.3,10126
26603,0.33,Ideal,E,VS2,61.1,55.0,4.47,4.51,2.74,738
2560,1.01,Good,E,SI1,63.6,60.0,6.38,6.32,4.04,5226
18890,1.51,Good,D,SI2,62.1,60.0,7.25,7.3,4.52,9069
26869,0.41,Ideal,F,SI1,62.7,57.0,4.74,4.7,2.96,969
6892,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
149,1.11,Premium,E,SI2,,61.0,6.66,6.61,4.09,4177
18633,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,5539
22126,1.03,Very Good,G,SI2,63.5,56.0,6.37,6.33,4.03,4413
16137,0.34,Ideal,G,VS1,60.6,57.0,4.52,4.57,2.75,720
20061,0.91,Ideal,E,SI1,61.9,55.0,6.18,6.22,3.84,4623
12271,0.73,Premium,E,VS1,60.9,61.0,5.81,5.79,3.53,3311
15304,0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2896
10126,0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05,1993
4221,0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,942
1801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7481
14397,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02,17803
1296,0.72,Ideal,E,VS2,61.7,55.0,5.8,5.77,3.57,3427
12580,0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46,552
11157,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,616
15818,0.36,Ideal,E,VS2,60.8,56.0,4.64,4.6,2.81,1013
14520,0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
23272,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.4,2.73,842
26246,2.28,Good,J,SI1,63.7,55.0,8.35,8.28,5.3,14350
13125,0.45,Fair,H,VVS2,65.8,56.0,4.82,4.7,3.13,1227
13239,0.7,Premium,H,SI1,62.0,58.0,5.65,5.71,3.52,2155
13301,0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
17356,0.24,Very Good,E,VS1,59.8,58.0,4.02,4.11,2.43,419
6689,0.31,Premium,I,SI1,61.5,59.0,4.35,4.37,2.68,408
2082,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15913
2319,0.36,Premium,D,SI2,63.0,59.0,4.52,4.49,2.84,643
21652,1.05,Very Good,I,SI1,62.6,56.0,6.49,6.45,4.05,4688
20350,0.56,Ideal,J,VS2,61.9,57.0,5.29,5.31,3.28,1280
23719,0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304
21069,2.38,Premium,J,VS2,62.6,59.0,8.52,8.49,5.32,16273
16281,1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08,8145
227,0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479
99,0.51,Ideal,G,VS2,61.8,55.0,5.15,5.18,3.19,1557
12152,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882
26189,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.48,2.77,805
25520,0.34,Good,F,SI2,63.5,56.0,4.44,4.48,2.83,447
2998,0.46,Fair,I,VS2,66.8,55.0,4.82,4.77,3.2,855
1833,0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57,2585
11733,0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
5192,1.18,Premium,J,SI2,61.3,60.0,6.83,6.78,4.17,4274
6887,1.07,Very Good,F,SI2,59.4,60.0,6.68,6.75,3.99,4552
8825,0.32,Ideal,F,VVS1,61.9,56.0,4.41,4.44,2.74,895
8036,1.0,Good,F,SI2,62.7,57.0,6.29,6.34,3.96,4081
25503,1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76,12931
7595,2.18,Ideal,I,SI2,62.5,55.0,8.31,8.34,5.2,15706
10578,0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,1203
20716,0.52,Ideal,G,VVS2,62.3,56.0,5.15,5.18,3.22,1906
6306,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2688
1921,1.02,Premium,J,SI1,61.2,57.0,6.58,6.43,3.98,3496
26026,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97,10306
6821,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8982
15221,0.32,Ideal,F,VVS1,61.7,56.0,4.37,4.42,2.71,809
23111,0.3,Very Good,G,VS1,62.8,59.0,4.23,4.27,2.67,605
4749,1.1,Very Good,I,SI1,60.4,61.0,6.69,6.73,4.05,4235
25337,0.79,Ideal,E,VS2,61.8,56.0,5.91,5.94,3.66,3605
21489,2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02,16642
16583,1.2,Ideal,G,SI2,62.2,56.0,6.74,6.84,4.22,5385
25933,0.61,Ideal,G,VS1,61.6,55.0,5.45,5.49,3.37,2166
24100,0.77,Ideal,J,VS2,61.4,55.0,5.9,5.95,3.64,2159
2631,1.2,Ideal,G,VS1,62.4,57.0,6.8,6.78,4.24,8701
15641,1.22,Ideal,H,SI2,61.7,56.0,6.83,6.91,4.24,5703
6449,1.0,Premium,G,SI1,60.1,61.0,6.44,6.4,3.86,3634
15260,1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,8256
4369,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,4513
14258,0.59,Ideal,F,VVS2,61.2,56.0,5.45,5.43,3.33,2345
14011,1.52,Premium,I,VS1,60.6,57.0,7.51,7.44,4.53,10300
22175,1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58,15602
23765,0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64,608
23043,1.03,Ideal,G,VVS1,61.7,56.0,6.45,6.56,4.0,7708
3536,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,1979
21310,1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97,4469
17733,0.33,Very Good,D,VVS2,60.8,58.0,4.47,4.48,2.72,1050
25372,0.38,Premium,D,VS1,61.2,58.0,4.68,4.63,2.85,1140
22441,1.0,Premium,D,VS2,61.2,61.0,6.39,6.35,3.9,6303
20727,0.3,Ideal,D,SI1,61.9,57.0,4.28,4.32,2.66,524
26570,0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
22618,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,5602
18490,0.58,Ideal,D,VVS1,62.2,56.0,5.34,5.36,3.33,3741
18162,1.62,Premium,F,SI2,61.6,60.0,7.52,7.55,4.64,9106
13132,0.23,Very Good,F,VS2,63.4,56.0,3.84,3.89,2.45,402
5970,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.8,3.5,2141
10339,0.3,Premium,F,VVS2,61.5,58.0,4.29,4.31,2.64,737
17269,0.39,Ideal,G,IF,62.1,53.7,4.67,4.71,2.91,1189
14057,1.02,Very Good,D,SI2,61.3,62.0,6.42,6.46,3.95,3971
17878,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
3793,0.9,Premium,D,SI1,61.7,56.0,6.16,6.09,3.78,3568
8720,0.57,Very Good,E,VS2,60.7,58.0,5.37,5.33,3.25,1732
1680,0.35,Very Good,D,VS1,63.0,57.0,4.48,4.51,2.83,771
26718,0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,3303
20351,1.01,Good,H,SI1,59.5,62.0,6.49,6.55,3.88,5197
8216,1.21,Premium,G,VS2,61.5,58.0,6.84,6.81,4.2,7792
11879,0.35,Ideal,J,IF,61.8,55.0,4.54,4.56,2.81,569
26390,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3427
14284,1.7,Ideal,H,I1,62.6,54.0,7.63,7.58,4.77,7197
14716,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1103
14308,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
20460,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
25779,0.3,Ideal,I,VVS2,62.2,56.0,4.25,4.3,2.66,495
1992,0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,1695
12308,1.31,Very Good,H,SI1,60.3,58.0,7.02,7.1,4.26,7189
25507,0.37,Ideal,G,IF,60.5,56.0,4.66,4.7,2.83,926
10925,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,462
15737,1.0,Premium,F,SI1,62.3,59.0,6.43,6.37,3.99,5292
14761,0.74,Ideal,H,VS1,61.0,55.0,5.86,5.88,3.58,3254
2349,0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,901
9693,0.9,Very Good,G,VS2,58.8,61.0,6.28,6.3,3.7,4400
8410,0.26,Very Good,G,VVS1,61.6,56.0,4.14,4.17,2.55,545
14212,0.32,Ideal,G,VVS2,61.3,56.0,4.44,4.43,2.72,936
3625,0.31,Ideal,D,VS2,62.6,56.0,4.33,4.36,2.72,734
23450,0.73,Good,F,VVS2,59.5,61.0,5.8,5.83,3.46,3616
12411,1.16,Ideal,H,SI2,62.2,55.7,6.68,6.74,4.18,5260
918,0.3,Ideal,I,VVS1,62.4,56.0,4.32,4.3,2.69,709
4746,0.33,Very Good,E,VVS1,61.6,53.0,4.46,4.5,2.76,848
696,1.07,Premium,D,SI1,63.0,57.0,6.57,6.47,4.11,6124
13178,0.52,Ideal,H,SI1,62.3,54.0,5.15,5.18,3.22,1074
11815,1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96,4869
12218,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1664
13642,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,1095
18226,0.79,Ideal,G,SI1,60.3,60.0,5.98,6.02,3.62,2907
640,1.11,Good,E,SI2,,60.0,6.76,6.83,3.96,4532
12703,0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,1826
23205,0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,765
17203,0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95,871
5694,0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1109
4087,2.02,Very Good,J,VS2,61.5,59.0,8.06,8.13,4.98,13564
16524,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4315
23577,0.43,Ideal,G,VVS2,60.9,57.0,4.86,4.89,2.97,1408
13805,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
4170,0.31,Very Good,H,VS1,61.4,56.0,4.37,4.39,2.69,544
8766,0.9,Very Good,F,SI1,61.7,60.0,6.19,6.22,3.83,3854
25095,1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85,5351
25444,0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065
19468,0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,4065
5393,0.35,Ideal,I,IF,62.7,55.0,4.51,4.55,2.84,778
23642,0.4,Premium,D,SI2,61.6,59.0,4.74,4.68,2.9,855
12856,1.1,Premium,G,VS2,60.5,60.0,6.67,6.58,4.01,6284
21040,1.5,Premium,G,VS2,60.5,59.0,7.39,7.35,4.46,13112
12138,0.31,Premium,E,VS2,61.3,60.0,4.39,4.32,2.67,872
4865,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,625
6226,1.01,Very Good,H,VS2,62.8,59.0,6.33,6.38,3.99,5559
15377,1.05,Very Good,F,VS1,60.2,58.0,6.62,6.74,4.02,7276
7913,0.4,Ideal,G,IF,62.0,56.0,4.73,4.76,2.94,1229
11073,0.27,Ideal,F,IF,61.4,57.0,4.17,4.19,2.57,760
10150,0.24,Very Good,F,VVS1,59.2,59.0,4.04,4.07,2.4,552
7397,0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,645
13742,0.3,Very Good,H,VS1,62.9,54.0,4.28,4.31,2.7,526
2251,0.5,Very Good,D,SI2,63.1,56.0,5.05,4.96,3.16,1015
24184,1.13,Ideal,G,IF,61.7,57.0,6.65,6.7,4.12,10228
21661,1.13,Ideal,I,VS2,62.3,56.0,6.73,6.63,4.16,5031
24185,0.34,Ideal,G,VS2,61.5,57.0,4.47,4.51,2.76,596
20751,1.51,Very Good,D,SI2,63.2,59.0,7.25,7.18,4.56,7915
4279,0.53,Premium,E,VVS1,60.8,59.0,5.23,5.17,3.16,2514
21360,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,17339
455,0.93,Premium,G,VS1,62.1,59.0,6.21,6.16,3.84,4793
3583,0.9,Premium,D,SI1,62.8,59.0,6.18,6.14,3.87,4612
18906,1.0,Premium,H,SI2,60.2,61.0,6.48,6.44,3.89,3920
24347,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
5820,0.3,Ideal,H,VS1,62.9,57.0,4.29,4.26,2.69,675
24807,1.27,Very Good,G,VVS2,,57.0,6.86,6.91,4.3,8941
12020,0.7,Ideal,G,VS1,60.6,57.0,5.75,5.7,3.47,2535
2466,0.34,Premium,G,VS2,60.2,58.0,4.55,4.52,2.73,765
17461,1.07,Ideal,D,SI1,,57.0,6.61,6.64,4.02,6587
15619,1.15,Ideal,E,SI1,62.7,56.0,6.73,6.7,4.21,5526
17666,0.7,Good,G,SI2,60.1,65.0,5.7,5.65,3.41,2268
15667,0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,533
1146,0.71,Good,F,IF,62.1,62.0,5.68,5.79,3.56,3393
10700,1.0,Fair,I,I1,68.6,56.0,6.2,6.08,4.22,1805
5932,0.23,Ideal,F,VVS2,62.3,56.0,3.95,4.01,2.48,530
12045,1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,5131
17534,0.8,Ideal,F,SI2,62.0,57.0,5.96,5.98,3.7,2495
1893,0.92,Ideal,G,VS1,62.0,57.0,6.24,6.28,3.88,5243
6992,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,2394
15364,0.71,Very Good,E,VS2,63.5,59.0,5.68,5.59,3.58,2858
18626,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
4923,1.01,Ideal,E,SI2,61.1,57.0,6.52,6.48,3.97,4751
25821,0.26,Ideal,G,SI1,61.8,55.0,4.08,4.11,2.53,377
17232,0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786
8453,0.3,Premium,D,SI1,61.0,61.0,4.29,4.27,2.61,709
1882,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,9659
7898,1.26,Premium,J,SI1,61.7,58.0,6.91,6.99,4.29,5114
8255,1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93,4284
883,0.54,Good,G,VS1,59.0,62.0,5.3,5.28,3.12,1640
23720,1.72,Premium,H,SI2,59.8,59.0,7.77,7.74,4.64,10749
9386,0.3,Ideal,H,VS2,62.1,55.0,4.3,4.33,2.68,457
18887,0.9,Premium,H,SI1,62.0,62.0,6.13,6.03,3.77,3679
8590,0.51,Ideal,F,VVS2,62.4,57.0,5.12,5.08,3.18,2203
23911,0.4,Ideal,F,VVS1,61.4,56.0,4.77,4.81,2.94,1168
8902,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
10964,0.33,Ideal,D,VS2,61.9,57.0,4.42,4.47,2.75,781
6541,1.11,Ideal,E,SI2,62.8,55.0,6.62,6.6,4.15,5004
13241,0.41,Very Good,G,VS2,62.9,59.0,4.7,4.75,2.97,827
14435,1.0,Good,E,SI2,61.5,61.0,6.35,6.43,3.93,4258
13106,1.35,Fair,I,SI2,66.5,57.0,6.79,6.74,4.5,4423
10442,1.06,Ideal,D,VS2,62.5,54.0,6.53,6.6,4.1,6856
5045,1.03,Very Good,D,SI2,63.7,56.0,6.32,6.39,4.05,4580
1410,1.21,Ideal,H,IF,61.0,57.0,6.79,6.89,4.17,7789
2682,0.31,Ideal,G,VS1,61.5,56.0,4.43,4.39,2.71,802
20986,0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7,462
23879,0.3,Ideal,F,VVS1,61.8,54.0,4.33,4.37,2.69,802
2144,2.02,Very Good,G,SI2,63.1,57.0,8.01,7.97,5.04,12094
9373,0.32,Premium,D,VS2,61.7,58.0,4.38,4.34,2.69,972
6304,0.56,Premium,F,VVS2,59.5,61.0,5.36,5.33,3.18,2290
9229,0.54,Very Good,J,SI1,61.3,55.0,5.23,5.28,3.22,1080
19634,0.31,Ideal,G,VS2,59.1,57.0,4.48,4.45,2.64,698
12644,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,828
10427,0.6,Very Good,G,SI1,63.1,57.0,5.32,5.41,3.39,1565
1246,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,17892
12186,1.3,Premium,F,SI1,61.4,59.0,7.01,6.97,4.29,8164
24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
12923,0.7,Premium,E,SI1,62.0,60.0,5.72,5.67,3.53,2444
568,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229
3986,0.73,Premium,E,VS2,61.9,57.0,5.79,5.75,3.57,3127
22328,0.4,Premium,D,SI1,60.8,59.0,4.8,4.77,2.91,990
24617,1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14,5073
987,0.3,Very Good,G,VVS1,62.5,56.0,4.25,4.29,2.67,753
16926,0.72,Fair,D,SI1,65.6,60.0,5.62,5.54,3.66,2364
23257,0.33,Ideal,E,VVS2,61.2,57.0,4.47,4.45,2.73,1114
20279,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,17422
21904,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,7592
16673,0.4,Ideal,D,VVS2,62.0,56.0,4.71,4.74,2.93,1263
10702,1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06,4235
1197,0.55,Premium,J,SI1,60.5,59.0,5.33,5.28,3.21,1348
5935,0.34,Very Good,J,VS1,61.7,58.0,4.41,4.47,2.74,447
7266,0.4,Very Good,I,VS1,62.9,59.0,4.68,4.73,2.96,737
23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
6641,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
11949,2.01,Premium,H,SI2,62.3,58.0,8.06,8.11,5.04,15773
11045,0.3,Premium,E,SI1,60.6,58.0,4.3,4.34,2.62,526
12838,0.3,Very Good,G,IF,61.4,59.0,4.27,4.3,2.63,831
25662,0.78,Very Good,E,VS1,61.5,60.0,5.86,5.92,3.62,3898
19114,0.3,Ideal,D,SI1,61.9,55.0,4.32,4.34,2.68,524
21291,0.52,Ideal,F,VS2,61.2,56.0,5.19,5.37,3.2,1625
4568,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
10590,0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633
18088,0.37,Ideal,F,VS2,60.6,56.0,4.64,4.63,2.81,957
22399,1.0,Fair,J,SI2,69.9,61.0,6.13,5.86,4.23,2117
2784,1.01,Premium,H,VS1,62.1,62.0,6.36,6.32,3.94,5826
25537,1.52,Fair,H,SI2,64.9,58.0,7.23,7.19,4.68,7388
1262,1.73,Good,E,SI1,64.2,58.0,7.54,7.5,4.83,14479
10095,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2369
17271,1.26,Ideal,G,SI2,,55.0,7.05,7.0,4.28,6046
12062,0.93,Premium,F,SI2,60.0,60.0,6.36,6.31,3.8,3333
11396,0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
22974,1.21,Very Good,H,SI1,63.5,60.0,6.65,6.61,4.21,6566
799,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46,16842
5035,0.32,Ideal,F,IF,60.9,57.0,4.42,4.45,2.7,943
5488,0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
18788,1.09,Very Good,F,VVS1,61.4,58.0,6.6,6.65,4.07,10463
10114,0.51,Very Good,G,VVS1,60.1,56.0,5.16,5.35,3.16,2005
18363,0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,1059
23063,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
7096,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3045
11941,0.3,Very Good,F,SI1,62.9,57.0,4.25,4.27,2.68,500
12894,1.01,Premium,D,SI1,62.7,58.0,6.38,6.34,3.99,4909
20216,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
3638,1.02,Premium,D,SI2,59.3,60.0,6.56,6.52,3.88,4583
3794,1.2,Good,E,SI1,64.0,61.0,6.61,6.67,4.25,6969
23872,0.7,Very Good,D,SI1,63.7,59.0,5.59,5.65,3.58,2210
694,0.91,Very Good,J,SI1,63.5,58.0,6.17,6.12,3.9,2905
19288,0.33,Ideal,F,VS2,62.1,54.0,4.46,4.43,2.76,854
13754,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,3519
16250,1.13,Very Good,E,SI1,60.8,58.0,6.71,6.77,4.1,5086
20242,0.35,Ideal,F,SI1,62.2,56.0,4.52,4.48,2.8,748
4674,0.58,Ideal,D,SI1,62.0,54.0,5.36,5.39,3.33,1597
2626,1.17,Premium,F,SI2,59.9,59.0,6.86,6.82,4.1,4167
6969,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,984
1768,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
238,0.9,Very Good,D,SI2,60.3,63.0,6.12,6.22,3.72,3534
25697,0.7,Good,E,SI2,63.9,59.0,5.68,5.56,3.59,1929
9280,1.13,Ideal,D,SI2,60.1,55.0,6.79,6.85,4.1,5412
2588,2.03,Ideal,G,SI1,63.0,56.0,8.04,7.99,5.05,12618
16552,0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
1797,0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31,1402
9047,0.31,Ideal,F,IF,62.1,55.0,4.34,4.35,2.7,979
21671,0.71,Very Good,G,SI1,62.1,58.0,5.68,5.72,3.54,2206
11173,0.3,Very Good,F,VS2,62.8,56.0,4.29,4.31,2.7,605
7794,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1754
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
14259,1.21,Premium,H,VS1,61.9,60.0,6.88,6.78,4.23,6607
5410,1.0,Ideal,E,SI1,62.3,55.0,6.41,6.34,3.97,5396
26755,0.32,Ideal,H,SI2,60.9,56.0,4.41,4.45,2.7,434
18684,0.5,Good,F,VS1,61.4,61.0,5.03,5.04,3.09,1613
23849,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,2075
8800,1.21,Ideal,H,VS2,62.8,55.0,6.79,6.74,4.25,5882
12929,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2782
7265,0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,1050
15527,1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
7754,0.32,Ideal,G,VS1,61.2,56.0,4.41,4.45,2.71,645
5162,0.96,Premium,I,SI2,,62.0,6.48,6.38,3.79,2454
14897,1.0,Very Good,H,VS2,63.3,60.0,6.31,6.22,3.97,4514
9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
566,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,7974
19855,1.02,Ideal,D,IF,63.0,57.0,6.39,6.35,4.01,15575
19402,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,1424
8993,0.52,Ideal,H,VVS2,61.0,57.0,5.16,5.2,3.16,1749
13250,0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82,1026
14885,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,8977
2399,0.34,Ideal,H,IF,61.8,54.0,4.51,4.55,2.8,863
16201,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87,1209
17762,0.72,Ideal,G,SI2,61.4,56.0,5.76,5.83,3.56,2297
17988,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
22011,0.94,Premium,E,SI1,62.0,58.0,6.27,6.24,3.88,4580
25907,1.24,Ideal,E,SI1,63.5,55.0,6.86,6.82,4.35,7701
25122,1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,4669
26899,1.5,Good,G,VS2,61.4,58.8,7.32,7.37,4.5,13307
20875,1.22,Ideal,G,VS1,62.2,56.0,6.88,6.85,4.27,9292
12537,0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,1847
2400,0.56,Ideal,G,VS2,,57.0,5.37,5.39,3.21,1662
481,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
10660,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709
15867,0.3,Ideal,G,VS1,61.4,55.0,4.36,4.31,2.66,776
10510,0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650
11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
6679,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,1612
23908,0.3,Ideal,H,IF,61.3,58.0,4.3,4.31,2.64,764
25265,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
15318,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,741
18818,0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
20756,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
12781,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9,810
3637,1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,6509
